Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-06-30,103.926,105.828,103.64,105.4,604882.85010383
2023-07-03,107,107.7,106.1,107,466654
2023-07-04,107.95,108,105.45,105.45,169222
2023-07-05,105.05,105.05,102.5,102.9,555955
2023-07-06,102.8,104.8,101.4,103.6,720888
2023-07-07,104.5,106.5,104.1,106.1,360294
2023-07-10,106,106.85,105.25,106.4,304037
2023-07-11,106.95,107.45,105.75,106.3,357712
2023-07-12,107.15,111.35,106.4,111.2,596140
2023-07-13,110.7,113.25,110.2,112.7,737113
2023-07-14,111.95,113.85,111.25,112.2,368836
2023-07-17,111.05,112.75,110.6,111.6,353437
2023-07-18,110.2,114.55,110.2,114.4,406411
2023-07-19,114.75,115.5,113.8,114.95,622903
2023-07-20,114.8,115.65,113.9,114.4,570366
2023-07-21,114.95,115.2,112.65,112.7,403238
2023-07-24,112.85,114.5,112.15,114.15,398113
2023-07-25,114.5,115.15,113.15,113.8,482399
2023-07-26,114,114.45,113.35,114,448355
2023-07-27,114.3,117.85,114.3,117.65,786323
2023-07-28,116.9,118.3,116.45,118.05,267802
2023-07-31,118.15,119.6,118.05,118.3,502814
2023-08-01,118.85,119,116.3,117.2,486899
2023-08-02,116.1,117.05,114.55,115.55,536980
2023-08-03,115.5,116.25,113.6,115.4,383634
2023-08-04,115.95,118.5,115.55,117.35,284400
2023-08-07,117.5,118.1,116.1,117.25,403745
2023-08-08,117.3,117.3,111.8,112.45,558260
2023-08-09,113.2,114.3,112.1,112.35,488542
2023-08-10,112.35,114.55,112.35,113.5,499704
2023-08-11,113.5,113.5,111.25,112.3,352665
2023-08-14,111.4,111.75,109.15,109.8,517309
2023-08-16,108.45,108.75,106.1,107.15,819798
2023-08-17,106.95,107.75,105.1,105.6,540961
2023-08-18,104.5,106.2,104.3,105.9,475067
2023-08-21,105.5,106.9,105.5,106.8,443158
2023-08-22,106.8,107.55,104.65,104.9,454339
2023-08-23,104.5,106.1,104.05,105.5,476736
2023-08-24,106.45,108.05,106.45,107.05,329145
2023-08-25,105.6,109.15,105.15,106.4,342119
2023-08-28,107,110.1,106.2,109.5,238606
2023-08-29,109.7,110.4,108.35,108.85,241412
2023-08-30,109.1,110.2,108.4,109.7,255743
2023-08-31,110,110.65,107.3,107.9,935919
2023-09-01,107.1,109.2,106.3,109.1,218562
2023-09-04,108.55,109.2,106.5,106.9,297867
2023-09-05,106.5,107.4,104.75,105.15,365495
2023-09-06,105.2,105.85,94.7,100.1,1372642
2023-09-07,100,100.4,97.3,99.02,749521
2023-09-08,100.1,100.4,98.64,99.94,352567
2023-09-11,100.5,101.65,99.28,99.72,341309
2023-09-12,99.74,101,99.52,100.35,659709
2023-09-13,100,100.7,99.34,100.35,637610
2023-09-14,100.1,102.2,100.1,102.15,754104
2023-09-15,103.1,103.65,101,101.7,1159043
2023-09-18,101.05,101.75,98.58,98.8,358827
2023-09-19,98.8,101.7,98.46,101.3,441658
2023-09-20,101.3,104.2,101.3,103.85,421960
2023-09-21,101.95,102.5,100.15,101,334993
2023-09-22,101,101.5,99.16,99.16,395729
2023-09-25,99.22,100.15,97.44,97.54,629412
2023-09-26,97.7,100.4,96.64,99.66,400762
2023-09-27,99.6,99.72,97.72,97.82,404752
2023-09-28,97.8,98.56,96.92,98.06,455173
2023-09-29,98.12,101.75,97.96,100.95,623594
2023-10-02,101.45,101.45,98.82,98.94,381877
2023-10-03,99,99.5,96.9,98.2,411881
2023-10-04,97.26,102.35,96.6,101,1215614
2023-10-05,101.5,103.15,100.15,102.6,1033012
2023-10-06,102.5,107.3,102.4,105.85,1160492
2023-10-09,105,109.65,104,108.7,1149254
2023-10-10,110.2,112.2,109.55,110.95,1125371
2023-10-11,110.95,112.8,109.5,112.15,818844
2023-10-12,111.95,113.5,111.4,112.75,1968051
2023-10-13,112.2,113.2,109.65,111.8,614364
2023-10-16,116,127.5,115.95,126.65,3497011
2023-10-17,125.9,130.85,124.35,127.85,1829610
2023-10-18,126.3,127.5,122.95,123.85,1040033
2023-10-19,122.65,122.75,118.8,118.95,1027967
2023-10-20,118.15,118.7,116.05,116.5,1017144
2023-10-23,116.5,120.45,115.4,118.9,536962
2023-10-24,120.2,125.45,120,123.5,932021
2023-10-25,124,127.25,123.25,126.45,1000400
2023-10-26,124.2,128.5,122.2,127.6,1166497
2023-10-27,128.45,128.9,125.3,125.65,585027
2023-10-30,126,128.5,125.8,128,373727
2023-10-31,127,129.6,126.9,127.7,715114
2023-11-02,129.8,129.9,126.9,129,635609
2023-11-03,128.8,129.95,126.6,128.25,446579
2023-11-06,129.1,129.65,127.1,128.15,502624
2023-11-07,128,130.45,126.05,127.5,513045
2023-11-08,128.85,129.05,122,125.7,906615
2023-11-09,127,130.85,126.65,130.85,558166
2023-11-10,130,132.75,129.15,129.5,454774
2023-11-13,129.45,133.75,129.1,129.75,865113
2023-11-14,130.1,138.3,130.05,137.75,1001256
2023-11-15,138.45,140.95,135.7,135.95,623438
2023-11-16,135.6,139.45,135.6,137.1,934858
2023-11-17,137,139.55,135.7,138.75,495145
2023-11-20,139,143.95,137.65,139.4,726137
2023-11-21,139.2,141.2,137.95,138.95,499512
2023-11-22,138.35,139.75,137.6,139.3,617153
2023-11-23,139,140.8,137.2,138,201681
2023-11-24,137.6,139.15,137.15,137.7,333522
2023-11-27,137.65,139,135.1,136.45,319973
2023-11-28,136.2,139.6,136.1,138.85,436919
2023-11-29,138.5,140.95,137.15,140.15,820755
2023-11-30,140,141.5,139,140.55,981334
2023-12-01,140.55,148.7,140.4,147.8,868322
2023-12-04,147,149,146,146,517016
2023-12-05,145.8,149.7,145.3,146.85,590392
2023-12-06,146.85,149,145.65,146.45,619415
2023-12-07,146,147.65,143.65,147.3,474986
2023-12-08,147.3,148.3,145.95,147.6,252977
2023-12-11,148.2,149.4,145.7,146.8,633604
2023-12-12,147.5,148.2,144.1,146.05,1199085
2023-12-13,145.7,147.7,145,147.55,995015
2023-12-14,148.9,149.5,146.9,148.9,840049
2023-12-15,148.6,148.8,144.8,146.15,2100968
2023-12-18,146,151.3,145.8,150.05,662141
2023-12-19,149.5,152.45,148.7,150.85,576101
2023-12-20,151,152.5,148,149.5,612242
2023-12-21,148.8,152.5,148.65,151.35,514828
2023-12-22,150,151.8,149,151.4,193958
2023-12-27,151.2,153.7,150.95,153.25,414730
2023-12-28,153.8,154,152.15,152.8,237868
2023-12-29,153.3,153.6,151,152.05,214336
2024-01-02,152,152.9,147,149,451051
2024-01-03,147.95,150.4,146.8,150.25,370401
2024-01-04,150,150.55,146.2,149.8,516808
2024-01-05,147.55,148.25,143.9,147.5,671999
2024-01-08,146.75,150.55,145.25,150.55,439962
2024-01-09,153.1,153.1,148.25,151.1,640726
2024-01-10,150.4,150.6,146.9,147.5,543683
2024-01-11,148.75,149,143.1,144.9,849172
2024-01-12,144.55,148,144.1,147.85,462461
2024-01-15,147.6,147.75,143.4,144.85,338253
2024-01-16,144.05,144.7,141.7,144,362448
2024-01-17,142.7,144.15,140.8,143.15,536153
2024-01-18,142.8,146.7,142.8,146.25,415518
2024-01-19,146.3,147.15,143.9,143.9,811620
2024-01-22,147.2,148.25,146.1,148,536016
2024-01-23,148.1,148.1,145,145.85,423101
2024-01-24,147.35,147.85,145.55,147,338506
2024-01-25,146.95,148,145.2,146.45,411123
2024-01-26,145.65,148.8,144.95,148.1,284830
2024-01-29,147.45,148.6,146.1,146.4,158422
2024-01-30,146.7,149.7,146.7,149.2,528235
2024-01-31,149.15,154.7,149.15,154.5,916222
2024-02-01,153.6,156.95,151.6,154.55,632359
2024-02-02,155.15,160.5,155.15,160,698071
2024-02-05,160,161.8,158.3,158.5,697117
2024-02-06,159,161.65,157.85,158.5,602024
2024-02-07,158.85,159.8,156.7,159.75,589225
2024-02-08,160.5,161,156.45,158,553609
2024-02-09,157.5,159.9,157,158,499612
2024-02-12,158.95,160.2,155,158.75,396464
2024-02-13,158.4,159.45,156.5,158,345753
2024-02-14,157.75,163,156.6,163,311378
2024-02-15,164.2,164.5,160.2,160.95,403706
2024-02-16,160.55,165,160.55,163.25,375644
2024-02-19,163.45,164.45,162.35,163.35,182905
2024-02-20,163.5,168.65,163.5,167.6,939540
2024-02-21,168.55,170.2,167.55,167.95,744760
2024-02-22,174.4,175.3,169.6,170,847855
2024-02-23,171.75,174.85,168.55,173.85,1007888
2024-02-26,174.5,175.2,173.2,173.65,565033
2024-02-27,173.95,174.9,170.8,171.7,482384
2024-02-28,171.65,172.9,170.9,171.4,349429
2024-02-29,171.45,174.8,171.45,173,904085
2024-03-01,173.8,174.6,171.35,173,652803
2024-03-04,173.7,174.4,171.5,172.9,136770
